CodMunicipio;habitacao_2008;transporte_2008;meioambiente_2008;politicaurbana_2008;CM_2008;CM_rec_2008;CM_dic_2008
220770;0;1;1;0;2;2;1
220775;0;0;0;1;1;1;1
220777;1;0;0;0;1;0;0
220779;0;0;0;1;1;1;1
220780;0;0;0;0;0;0;0
220785;0;0;0;0;0;0;0
220790;0;0;0;0;0;0;0
220793;0;0;0;0;0;0;0
220795;0;0;0;0;0;0;0
220800;0;0;0;0;0;0;0
220810;0;0;0;0;0;0;0
220820;0;0;0;0;0;0;0
220830;0;0;0;0;0;0;0
220840;1;0;0;0;1;0;0
220850;1;0;0;0;1;0;0
220855;0;0;0;0;0;0;0
220860;0;0;0;0;0;0;0
220865;0;0;0;0;0;0;0
220870;0;0;0;0;0;0;0
220880;0;0;0;0;0;0;0
220885;0;0;0;0;0;0;0
220887;1;0;0;0;1;0;0
220890;0;0;0;0;0;0;0
220900;0;0;0;0;0;0;0
220910;0;0;0;0;0;0;0
220915;0;0;0;0;0;0;0
220920;1;0;0;0;1;0;0
220930;0;0;0;0;0;0;0
220935;0;0;0;0;0;0;0
220937;1;0;0;0;1;0;0
220940;0;0;0;0;0;0;0
220945;0;0;0;0;0;0;0
220950;0;0;0;0;0;0;0
220955;0;0;0;0;0;0;0
220960;0;0;0;1;1;1;1
220965;0;0;0;0;0;0;0
220970;0;0;0;0;0;0;0
220975;0;0;0;0;0;0;0
220980;1;0;0;1;2;1;1
220985;0;0;0;0;0;0;0
220987;0;0;0;0;0;0;0
220990;1;0;0;0;1;0;0
220995;0;0;0;0;0;0;0
220997;1;0;0;0;1;0;0
221000;0;0;0;0;0;0;0
221005;0;0;0;0;0;0;0
221010;0;0;0;0;0;0;0
221020;0;0;0;0;0;0;0
221030;1;0;0;0;1;0;0
221035;0;0;0;0;0;0;0
221037;0;0;0;0;0;0;0
221038;1;0;0;1;2;1;1
221039;0;0;0;0;0;0;0
221040;1;0;0;0;1;0;0
221050;1;0;1;1;3;2;1
221060;0;0;0;0;0;0;0
221062;0;0;0;0;0;0;0
221063;0;0;0;0;0;0;0
221065;0;0;0;0;0;0;0
221070;0;0;0;0;0;0;0
221080;1;0;0;0;1;0;0
221090;0;0;0;0;0;0;0
221093;0;0;0;0;0;0;0
221095;0;0;0;0;0;0;0
221097;0;0;0;0;0;0;0
221100;1;0;1;1;3;2;1
221110;1;0;0;0;1;0;0
221120;1;0;1;1;3;2;1
221130;1;0;0;1;2;1;1
221135;0;0;0;0;0;0;0
221140;0;0;0;0;0;0;0
221150;0;0;0;0;0;0;0
221160;0;0;0;0;0;0;0
221170;0;0;0;0;0;0;0
230010;0;0;0;0;0;0;0
230015;0;0;1;1;2;2;1
230020;0;0;1;0;1;1;1
230030;0;0;1;1;2;2;1
230040;0;0;0;0;0;0;0
230050;0;0;1;1;2;2;1
230060;0;0;1;1;2;2;1
230070;0;0;1;0;1;1;1
230075;1;0;1;1;3;2;1
230080;0;0;0;0;0;0;0
230090;0;0;1;1;2;2;1
230100;1;0;1;1;3;2;1
230110;0;0;1;0;1;1;1
230120;0;0;1;0;1;1;1
230125;1;0;0;1;2;1;1
230130;0;0;1;0;1;1;1
230140;0;0;1;0;1;1;1
230150;0;0;0;0;0;0;0
230160;0;0;0;1;1;1;1
230170;1;0;1;0;2;1;1
230180;0;0;0;0;0;0;0
230185;0;0;1;0;1;1;1
230190;1;0;0;0;1;0;0
230195;0;0;0;0;0;0;0
230200;0;0;0;0;0;0;0
230205;0;0;1;0;1;1;1
230210;0;0;1;0;1;1;1
230220;1;0;1;0;2;1;1
230230;1;0;1;0;2;1;1
230240;1;0;0;0;1;0;0
230250;0;0;1;1;2;2;1
230260;0;0;0;0;0;0;0
230270;0;0;1;0;1;1;1
230280;1;0;1;1;3;2;1
230290;0;0;1;0;1;1;1
230300;0;0;0;0;0;0;0
230310;1;0;0;0;1;0;0
230320;1;0;1;0;2;1;1
230330;1;0;0;1;2;1;1
230340;0;0;1;0;1;1;1
230350;0;0;1;0;1;1;1
230360;0;0;1;0;1;1;1
230365;0;0;0;0;0;0;0
230370;1;0;1;1;3;2;1
230380;0;0;0;0;0;0;0
230390;0;0;0;0;0;0;0
230393;0;0;1;0;1;1;1
230395;0;0;0;0;0;0;0
230400;1;0;1;0;2;1;1
230410;0;1;1;0;2;2;1
230420;0;0;1;1;2;2;1
230423;0;0;0;0;0;0;0
230425;0;0;1;0;1;1;1
230426;0;0;1;0;1;1;1
230427;0;0;0;0;0;0;0
230428;1;0;1;0;2;1;1
230430;0;0;0;1;1;1;1
230435;0;0;1;0;1;1;1
230440;1;0;1;1;3;2;1
230445;1;0;1;0;2;1;1
230450;0;0;0;0;0;0;0
230460;0;0;1;0;1;1;1
230465;0;0;0;0;0;0;0
230470;0;0;1;0;1;1;1
230480;0;0;0;1;1;1;1
230490;0;0;1;0;1;1;1
230495;1;0;1;1;3;2;1
230500;0;0;1;0;1;1;1
230510;0;0;1;1;2;2;1
230520;1;0;1;0;2;1;1
230523;1;0;1;0;2;1;1
230526;0;0;0;0;0;0;0
230530;1;0;1;1;3;2;1
230533;0;0;0;0;0;0;0
230535;1;1;1;0;3;2;1
230540;0;0;1;0;1;1;1
230550;1;0;1;1;3;2;1
230560;0;0;1;0;1;1;1
230565;0;0;1;1;2;2;1
230570;0;0;0;0;0;0;0
230580;1;0;0;0;1;0;0
230590;1;0;0;0;1;0;0
230600;1;0;1;0;2;1;1
230610;1;0;1;1;3;2;1
230620;1;0;1;0;2;1;1
230625;0;0;1;0;1;1;1
230630;0;0;1;0;1;1;1
230640;0;0;0;0;0;0;0
230650;0;0;0;0;0;0;0
230655;1;0;1;0;2;1;1
230660;0;0;0;0;0;0;0
230670;0;0;0;1;1;1;1
230680;1;0;1;0;2;1;1
230690;0;0;1;0;1;1;1
230700;0;0;1;0;1;1;1
230710;0;0;1;1;2;2;1
230720;0;0;0;0;0;0;0
230725;0;0;1;0;1;1;1
230730;1;0;1;1;3;2;1
230740;0;0;1;1;2;2;1
230750;0;0;1;0;1;1;1
230760;0;0;1;0;1;1;1
230763;1;0;1;1;3;2;1
230765;1;0;1;1;3;2;1
230770;1;0;1;1;3;2;1
230780;1;0;1;0;2;1;1
230790;1;0;0;0;1;0;0
230800;0;0;1;0;1;1;1
230810;1;0;1;0;2;1;1
230820;0;0;1;0;1;1;1
230830;0;0;0;0;0;0;0
230835;0;0;0;0;0;0;0
230837;0;0;1;0;1;1;1
230840;1;0;1;0;2;1;1
230850;0;0;1;1;2;2;1
230860;1;0;1;0;2;1;1
230870;0;0;1;0;1;1;1
230880;0;0;0;0;0;0;0
230890;1;0;0;0;1;0;0
230900;0;0;0;0;0;0;0
230910;0;0;1;0;1;1;1
230920;0;0;0;0;0;0;0
230930;0;1;1;0;2;2;1
230940;1;0;1;0;2;1;1
230945;1;0;1;1;3;2;1
230950;1;0;1;0;2;1;1
230960;0;0;0;0;0;0;0
230970;1;0;1;1;3;2;1
230980;0;0;1;0;1;1;1
230990;1;0;0;0;1;0;0
231000;0;0;0;0;0;0;0
231010;1;0;1;1;3;2;1
231020;1;0;1;0;2;1;1
231025;1;0;1;1;3;2;1
231030;1;0;1;0;2;1;1
231040;1;0;1;0;2;1;1
231050;0;0;0;1;1;1;1
231060;0;0;0;0;0;0;0
231070;0;0;1;0;1;1;1
231080;1;0;0;0;1;0;0
231085;0;0;1;0;1;1;1
231090;0;0;1;1;2;2;1
231095;0;0;0;1;1;1;1
231100;0;0;0;0;0;0;0
231110;1;0;0;0;1;0;0
231120;0;0;0;0;0;0;0
231123;0;0;1;0;1;1;1
231126;1;0;1;0;2;1;1
231130;1;0;1;0;2;1;1
231135;0;0;1;0;1;1;1
231140;1;0;1;0;2;1;1
231150;0;0;1;0;1;1;1
231160;1;0;1;1;3;2;1
231170;0;0;0;0;0;0;0
231180;1;0;1;1;3;2;1
231190;1;0;0;1;2;1;1
231195;0;0;1;0;1;1;1
231200;0;0;1;0;1;1;1
231210;0;0;0;0;0;0;0
231220;0;0;1;0;1;1;1
231230;1;0;0;0;1;0;0
231240;0;0;0;0;0;0;0
231250;1;0;0;0;1;0;0
231260;0;0;0;0;0;0;0
231270;1;0;0;0;1;0;0
231280;0;0;0;0;0;0;0
231290;1;1;1;1;4;3;1
231300;0;0;0;0;0;0;0
231310;1;0;1;1;3;2;1
231320;0;0;0;0;0;0;0
231325;1;0;0;1;2;1;1
231330;0;0;1;0;1;1;1
231335;0;0;0;0;0;0;0
231340;0;0;1;1;2;2;1
231350;1;0;1;0;2;1;1
231355;0;0;0;0;0;0;0
231360;1;0;1;1;3;2;1
231370;0;0;0;0;0;0;0
231375;1;0;1;0;2;1;1
231380;1;0;1;0;2;1;1
231390;1;0;0;0;1;0;0
231395;0;0;0;0;0;0;0
231400;1;0;1;0;2;1;1
231410;0;0;1;0;1;1;1
240010;1;0;0;0;1;0;0
240020;0;0;0;0;0;0;0
240030;0;0;0;0;0;0;0
240040;0;0;0;0;0;0;0
240050;0;0;1;0;1;1;1
240060;0;0;0;1;1;1;1
240070;0;0;0;0;0;0;0
240080;0;0;0;0;0;0;0
240090;1;0;0;0;1;0;0
240100;0;0;0;0;0;0;0
240110;1;0;1;0;2;1;1
240120;1;0;1;0;2;1;1
240130;0;0;0;0;0;0;0
240140;0;0;1;0;1;1;1
240145;0;0;0;0;0;0;0
240150;0;0;0;0;0;0;0
240160;0;0;0;0;0;0;0
240165;0;0;0;1;1;1;1
240170;0;0;0;0;0;0;0
240180;0;0;0;0;0;0;0
240185;0;0;0;0;0;0;0
240190;0;0;0;0;0;0;0
240200;0;1;1;0;2;2;1
240210;0;0;0;0;0;0;0
240220;1;0;1;0;2;1;1
240230;0;0;0;0;0;0;0
240240;1;0;1;0;2;1;1
240250;0;0;0;0;0;0;0
240260;1;0;1;1;3;2;1
240270;0;0;0;0;0;0;0
240280;0;0;0;0;0;0;0
240290;0;0;0;0;0;0;0
240300;0;0;0;0;0;0;0
240310;0;0;1;0;1;1;1
240320;0;0;0;0;0;0;0
240325;1;0;1;1;3;2;1
240330;0;0;0;0;0;0;0
240340;0;0;0;0;0;0;0
240350;0;0;0;0;0;0;0
240360;0;0;1;1;2;2;1
240370;0;0;0;0;0;0;0
240375;0;0;0;0;0;0;0
240380;1;0;1;1;3;2;1
240390;0;0;0;0;0;0;0
240400;0;0;1;0;1;1;1
240410;0;0;0;0;0;0;0
240420;0;0;0;1;1;1;1
240430;0;0;0;0;0;0;0
240440;0;0;1;0;1;1;1
240450;0;0;0;0;0;0;0
240460;0;0;1;0;1;1;1
240470;0;0;1;0;1;1;1
240480;0;0;0;0;0;0;0
240485;0;0;1;0;1;1;1
240490;0;0;0;0;0;0;0
240500;0;0;1;0;1;1;1
240510;0;0;0;0;0;0;0
240520;1;0;1;0;2;1;1
240530;0;0;1;0;1;1;1
240540;0;0;0;0;0;0;0
240550;0;0;0;0;0;0;0
240560;0;0;0;0;0;0;0
240570;0;0;1;0;1;1;1
240580;0;0;1;0;1;1;1
240590;0;0;0;0;0;0;0
240600;0;0;0;0;0;0;0
240610;1;0;1;0;2;1;1
240615;0;0;0;0;0;0;0
240620;0;0;0;0;0;0;0
240630;0;0;0;0;0;0;0
240640;0;0;0;0;0;0;0
240650;0;0;1;0;1;1;1
240660;0;0;0;0;0;0;0
240670;0;0;1;0;1;1;1
240680;0;0;0;0;0;0;0
240690;0;0;1;1;2;2;1
240700;0;0;0;0;0;0;0
240710;0;0;0;0;0;0;0
240720;1;0;1;0;2;1;1
240725;0;0;1;0;1;1;1
240730;0;0;1;0;1;1;1
240740;0;0;0;0;0;0;0
240750;0;0;1;1;2;2;1
240760;1;0;0;0;1;0;0
240770;0;0;1;0;1;1;1
240780;0;0;0;0;0;0;0
240790;0;0;0;0;0;0;0
240800;0;0;1;0;1;1;1
240810;1;1;1;1;4;3;1
240820;1;0;1;1;3;2;1
240830;0;0;1;0;1;1;1
240840;0;0;1;0;1;1;1
240850;0;0;0;0;0;0;0
240860;0;0;0;0;0;0;0
240870;0;0;0;0;0;0;0
240880;0;0;0;0;0;0;0
240890;1;0;1;1;3;2;1
240895;0;0;0;0;0;0;0
240910;0;0;1;0;1;1;1
240920;0;0;0;0;0;0;0
240930;0;0;1;0;1;1;1
240933;0;0;0;0;0;0;0
240940;0;0;0;0;0;0;0
240950;0;0;0;0;0;0;0
240960;0;0;1;0;1;1;1
240970;0;0;0;0;0;0;0
240980;0;0;0;0;0;0;0
240990;0;0;0;0;0;0;0
241000;0;0;0;0;0;0;0
241010;0;0;0;0;0;0;0
241020;1;0;1;0;2;1;1
241025;0;0;0;0;0;0;0
241030;0;0;1;0;1;1;1
241040;0;0;1;1;2;2;1
241050;0;0;0;0;0;0;0
241060;0;0;0;0;0;0;0
241070;0;0;0;0;0;0;0
241080;0;0;0;0;0;0;0
241090;0;0;0;0;0;0;0
241100;0;0;1;0;1;1;1
241105;0;0;0;0;0;0;0
241110;0;0;0;0;0;0;0
241120;1;0;0;0;1;0;0
241140;0;0;0;0;0;0;0
241142;0;0;1;1;2;2;1
241150;0;0;0;0;0;0;0
241160;0;0;0;0;0;0;0
241170;0;0;0;0;0;0;0
241180;0;0;0;0;0;0;0
241190;1;0;0;0;1;0;0
241200;0;1;0;0;1;1;1
241210;0;0;0;0;0;0;0
241220;0;0;0;1;1;1;1
241230;0;0;0;0;0;0;0
241240;0;0;0;0;0;0;0
241250;1;0;0;0;1;0;0
241255;0;0;0;0;0;0;0
241260;0;0;0;1;1;1;1
241270;0;0;0;0;0;0;0
241280;0;0;0;0;0;0;0
241290;0;0;1;0;1;1;1
241300;0;0;1;1;2;2;1
241310;0;0;0;0;0;0;0
241320;1;0;1;0;2;1;1
241330;0;0;0;0;0;0;0
241335;0;0;0;1;1;1;1
241340;1;0;0;0;1;0;0
241350;1;0;1;1;3;2;1
241355;0;0;0;0;0;0;0
241360;0;0;0;0;0;0;0
241370;0;0;1;0;1;1;1
241380;0;0;1;0;1;1;1
241390;0;0;1;0;1;1;1
241400;0;0;0;0;0;0;0
241410;0;0;1;0;1;1;1
241415;0;0;0;0;0;0;0
241420;0;0;1;0;1;1;1
241430;0;0;0;1;1;1;1
241440;0;1;1;0;2;2;1
241445;0;0;0;0;0;0;0
241450;0;0;0;0;0;0;0
241460;0;0;0;0;0;0;0
241470;0;0;1;0;1;1;1
241475;1;0;0;0;1;0;0
241480;0;0;0;0;0;0;0
241490;0;0;0;0;0;0;0
241500;0;0;0;0;0;0;0
250010;0;0;0;1;1;1;1
250020;0;0;0;0;0;0;0
250030;0;0;0;0;0;0;0
250040;0;0;0;0;0;0;0
250050;0;0;0;0;0;0;0
250053;0;0;1;0;1;1;1
250057;0;0;0;0;0;0;0
250060;0;0;0;0;0;0;0
250070;0;0;0;0;0;0;0
250073;0;0;0;1;1;1;1
250077;0;0;0;0;0;0;0
250080;0;0;0;0;0;0;0
250090;0;0;0;0;0;0;0
250100;0;0;0;0;0;0;0
250110;0;0;1;0;1;1;1
250115;0;0;0;0;0;0;0
250120;0;0;0;0;0;0;0
250130;0;0;0;0;0;0;0
250135;0;0;0;0;0;0;0
250140;0;0;0;0;0;0;0
250150;1;0;1;0;2;1;1
250153;0;0;0;0;0;0;0
250157;0;0;0;0;0;0;0
250160;0;0;0;0;0;0;0
250170;0;0;0;0;0;0;0
250180;1;0;1;0;2;1;1
250190;0;0;0;0;0;0;0
250200;0;0;0;0;0;0;0
250205;0;0;0;0;0;0;0
250210;0;0;0;0;0;0;0
250215;0;0;0;0;0;0;0
250220;0;0;1;0;1;1;1
250230;0;0;0;0;0;0;0
250240;0;0;0;0;0;0;0
250250;0;0;0;0;0;0;0
250260;1;0;1;0;2;1;1
250270;0;0;0;0;0;0;0
250280;0;0;0;0;0;0;0
250290;1;0;0;0;1;0;0
250300;0;0;0;0;0;0;0
250310;0;0;1;0;1;1;1
250320;0;0;1;1;2;2;1
250330;1;1;0;0;2;1;1
250340;1;0;0;0;1;0;0
250350;0;0;0;0;0;0;0
250355;0;0;0;0;0;0;0
250360;0;0;0;0;0;0;0
250370;0;0;0;0;0;0;0
250375;0;0;0;0;0;0;0
250380;0;0;0;0;0;0;0
250390;0;0;0;0;0;0;0
250400;1;1;1;0;3;2;1
250403;0;0;0;0;0;0;0
250407;0;0;1;0;1;1;1
250410;0;0;0;0;0;0;0
250415;0;0;0;0;0;0;0
250420;0;0;0;0;0;0;0
250430;0;0;0;0;0;0;0
250435;0;0;0;0;0;0;0
250440;0;0;0;0;0;0;0
250450;0;0;0;0;0;0;0
250460;0;0;0;0;0;0;0
250470;1;0;1;0;2;1;1
250480;0;0;0;0;0;0;0
250485;0;0;1;1;2;2;1
250490;0;0;0;0;0;0;0
250500;0;0;0;0;0;0;0
250510;0;0;0;0;0;0;0
250520;0;0;0;0;0;0;0
250523;0;0;0;0;0;0;0
250527;0;0;0;1;1;1;1
250530;0;0;0;0;0;0;0
250535;1;0;0;0;1;0;0
250540;0;1;0;0;1;1;1
250550;0;0;0;0;0;0;0
250560;1;0;0;0;1;0;0
250570;0;0;0;1;1;1;1
250580;0;0;0;0;0;0;0
250590;0;0;0;0;0;0;0
250600;0;0;1;1;2;2;1
250610;0;0;0;0;0;0;0
250620;0;0;0;0;0;0;0
250625;0;0;0;0;0;0;0
250630;1;0;0;1;2;1;1
250640;0;0;0;0;0;0;0
250650;0;0;0;0;0;0;0
250660;0;0;0;0;0;0;0
250670;0;0;0;0;0;0;0
250680;0;0;0;0;0;0;0
250690;0;0;1;0;1;1;1
250700;0;0;0;0;0;0;0
250710;0;0;0;0;0;0;0
250720;0;0;0;0;0;0;0
250730;0;0;0;0;0;0;0
250740;0;0;0;0;0;0;0
250750;1;1;1;1;4;3;1
250760;0;0;0;0;0;0;0
250770;0;0;0;1;1;1;1
250780;0;0;0;0;0;0;0
250790;0;0;0;0;0;0;0
250800;0;0;0;0;0;0;0
250810;0;0;0;0;0;0;0
250820;0;0;0;1;1;1;1
250830;0;0;1;0;1;1;1
250840;0;0;0;0;0;0;0
250850;0;0;0;0;0;0;0
250855;0;0;0;0;0;0;0
250860;1;0;0;0;1;0;0
250870;0;0;0;0;0;0;0
250880;0;0;0;0;0;0;0
250890;1;0;0;0;1;0;0
250900;0;0;0;0;0;0;0
250905;0;0;0;0;0;0;0
250910;1;0;0;1;2;1;1
250915;0;0;0;0;0;0;0
250920;0;0;0;0;0;0;0
250930;0;0;0;0;0;0;0
250933;0;0;0;0;0;0;0
250937;0;0;0;0;0;0;0
250939;0;0;1;0;1;1;1
250940;0;0;0;0;0;0;0
250950;0;0;0;0;0;0;0
250960;1;0;0;1;2;1;1
250970;0;0;0;0;0;0;0
250980;0;0;0;0;0;0;0
250990;0;0;0;0;0;0;0
251000;0;0;0;0;0;0;0
251010;0;0;0;0;0;0;0
251020;0;0;0;0;0;0;0
251030;1;0;0;0;1;0;0
251040;0;0;0;0;0;0;0
251050;0;0;0;0;0;0;0
251060;0;0;0;0;0;0;0
251065;0;0;0;0;0;0;0
251070;0;0;0;0;0;0;0
251080;1;1;1;1;4;3;1
251090;0;0;0;0;0;0;0
251100;0;0;0;0;0;0;0
251110;0;0;0;0;0;0;0
251120;0;0;1;1;2;2;1
251130;0;0;1;0;1;1;1
251140;0;0;0;0;0;0;0
251150;0;0;0;0;0;0;0
251160;0;0;1;0;1;1;1
251170;0;0;0;0;0;0;0
251180;1;0;0;0;1;0;0
251190;0;0;0;1;1;1;1
251200;0;0;0;0;0;0;0
251203;0;0;0;0;0;0;0
251207;0;0;0;0;0;0;0
251210;1;0;1;0;2;1;1
251220;0;0;1;0;1;1;1
251230;0;0;0;0;0;0;0
251240;0;0;0;0;0;0;0
251250;1;0;0;0;1;0;0
251260;0;0;0;0;0;0;0
251270;0;0;0;0;0;0;0
251272;0;0;0;0;0;0;0
251274;0;0;0;0;0;0;0
251275;0;0;0;0;0;0;0
251276;1;0;0;0;1;0;0
251278;0;0;0;0;0;0;0
251280;0;0;0;0;0;0;0
251290;1;0;1;1;3;2;1
251300;0;0;0;0;0;0;0
251310;0;0;0;0;0;0;0
251315;0;0;0;0;0;0;0
251320;0;0;0;0;0;0;0
251330;0;0;0;0;0;0;0
251335;1;0;0;0;1;0;0
251340;0;0;0;0;0;0;0
251350;0;0;0;0;0;0;0
251360;0;0;0;0;0;0;0
251365;0;0;0;0;0;0;0
251370;0;0;0;0;0;0;0
251380;0;0;0;0;0;0;0
251385;0;0;0;0;0;0;0
251390;0;0;0;0;0;0;0
251392;0;0;0;0;0;0;0
251394;0;0;0;0;0;0;0
251396;0;0;0;0;0;0;0
251398;0;0;0;0;0;0;0
251400;0;0;1;0;1;1;1
251410;1;0;0;0;1;0;0
251420;1;0;1;0;2;1;1
251430;0;0;0;0;0;0;0
251440;0;0;0;0;0;0;0
251445;0;0;0;0;0;0;0
251450;0;0;0;0;0;0;0
251455;0;0;0;0;0;0;0
251460;0;0;0;1;1;1;1
251465;0;0;0;0;0;0;0
251470;0;0;0;0;0;0;0
251480;0;0;0;1;1;1;1
251490;0;0;0;0;0;0;0
251500;0;0;0;0;0;0;0
251510;0;0;0;0;0;0;0
251520;0;0;0;0;0;0;0
251530;0;0;0;0;0;0;0
251540;0;0;0;0;0;0;0
251550;0;0;0;0;0;0;0
251560;0;0;0;0;0;0;0
251570;0;0;0;0;0;0;0
251580;0;0;0;1;1;1;1
251590;0;0;0;1;1;1;1
251593;0;0;0;0;0;0;0
251597;0;0;0;0;0;0;0
251600;0;0;0;1;1;1;1
251610;0;0;0;0;0;0;0
251615;0;0;0;0;0;0;0
251620;0;0;0;0;0;0;0
251630;0;0;0;0;0;0;0
251640;0;0;0;1;1;1;1
251650;0;0;0;0;0;0;0
251660;0;0;0;0;0;0;0
251670;0;0;1;0;1;1;1
251675;0;0;0;0;0;0;0
251680;0;0;0;0;0;0;0
251690;0;0;0;0;0;0;0
251700;0;0;0;0;0;0;0
251710;0;0;0;0;0;0;0
251720;0;0;0;0;0;0;0
251740;0;0;0;0;0;0;0
260005;0;0;1;0;1;1;1
260010;0;0;0;1;1;1;1
260020;0;0;0;0;0;0;0
260030;0;0;0;0;0;0;0
260040;0;0;0;0;0;0;0
260050;0;0;0;0;0;0;0
260060;0;0;0;0;0;0;0
260070;0;0;0;0;0;0;0
260080;0;0;1;1;2;2;1
260090;1;0;1;1;3;2;1
260100;0;0;0;0;0;0;0
260105;1;0;1;0;2;1;1
260110;0;0;1;0;1;1;1
260120;0;0;0;0;0;0;0
260130;0;0;0;0;0;0;0
260140;0;0;1;0;1;1;1
260150;0;0;0;0;0;0;0
260160;0;0;0;0;0;0;0
260170;0;0;1;0;1;1;1
260180;0;0;0;0;0;0;0
260190;1;0;1;0;2;1;1
260200;0;0;1;0;1;1;1
260210;0;0;0;0;0;0;0
260220;0;0;1;0;1;1;1
260230;0;0;0;0;0;0;0
260240;0;0;0;0;0;0;0
260250;0;0;1;0;1;1;1
260260;1;0;0;0;1;0;0
260270;1;0;0;0;1;0;0
260280;0;0;0;0;0;0;0
260290;1;1;1;1;4;3;1
260300;1;0;0;1;2;1;1
260310;0;0;0;0;0;0;0
260320;0;0;0;0;0;0;0
260330;0;0;0;0;0;0;0
260340;0;0;0;0;0;0;0
260345;1;0;1;0;2;1;1
260350;0;0;0;0;0;0;0
260360;0;0;0;0;0;0;0
260370;0;0;0;0;0;0;0
260380;0;0;0;0;0;0;0
260390;0;0;0;1;1;1;1
260392;0;0;0;0;0;0;0
260400;0;0;0;0;0;0;0
260410;0;1;1;1;3;3;1
260415;0;0;0;0;0;0;0
260420;0;0;0;0;0;0;0
260430;1;0;0;1;2;1;1
260440;0;0;0;0;0;0;0
260450;0;0;1;0;1;1;1
260460;1;0;0;1;2;1;1
260470;0;0;1;0;1;1;1
260480;0;0;1;0;1;1;1
260490;0;0;0;0;0;0;0
260500;0;0;0;0;0;0;0
260510;1;0;0;0;1;0;0
260515;0;0;0;0;0;0;0
260520;0;0;0;0;0;0;0
260530;0;0;0;1;1;1;1
260540;0;0;0;0;0;0;0
260545;0;0;0;0;0;0;0
260550;0;0;0;0;0;0;0
260560;0;0;0;0;0;0;0
260570;0;0;0;0;0;0;0
260580;0;0;1;0;1;1;1
260590;0;0;0;0;0;0;0
260600;1;0;1;0;2;1;1
260610;0;0;0;0;0;0;0
260620;0;1;0;0;1;1;1
260630;0;0;1;0;1;1;1
260640;1;0;1;1;3;2;1
260650;0;0;0;0;0;0;0
260660;1;0;1;0;2;1;1
260670;0;0;0;0;0;0;0
260680;1;0;1;1;3;2;1
260690;0;0;0;0;0;0;0
260700;0;0;0;0;0;0;0
260710;0;0;0;0;0;0;0
260720;0;0;1;0;1;1;1
260730;0;0;0;0;0;0;0
260740;0;0;0;0;0;0;0
260750;0;0;0;0;0;0;0
260760;0;1;0;0;1;1;1
260765;0;0;1;0;1;1;1
260770;0;0;0;0;0;0;0
260775;0;0;1;0;1;1;1
260780;0;0;0;0;0;0;0
260790;0;1;0;0;1;1;1
260795;0;0;0;0;0;0;0
260800;1;0;1;0;2;1;1
260805;0;0;0;0;0;0;0
260810;0;0;0;0;0;0;0
260820;0;0;1;0;1;1;1
260825;0;0;0;0;0;0;0
260830;0;0;0;0;0;0;0
260840;0;0;0;0;0;0;0
260845;0;0;0;1;1;1;1
260850;0;0;0;0;0;0;0
260860;0;0;0;0;0;0;0
260870;0;0;0;0;0;0;0
260875;1;1;1;0;3;2;1
260880;0;0;0;0;0;0;0
260890;0;0;0;0;0;0;0
260900;0;0;1;0;1;1;1
260910;0;0;0;0;0;0;0
260915;0;0;0;0;0;0;0
260920;0;0;1;0;1;1;1
260930;0;0;0;1;1;1;1
260940;1;0;1;1;3;2;1
260950;0;0;1;0;1;1;1
260960;1;0;1;1;3;2;1
260970;0;0;1;0;1;1;1
260980;0;0;0;1;1;1;1
260990;1;0;0;1;2;1;1
261000;0;0;1;0;1;1;1
261010;0;0;0;1;1;1;1
261020;0;0;0;0;0;0;0
261030;0;0;0;0;0;0;0
261040;0;0;0;0;0;0;0
261050;0;0;0;0;0;0;0
261060;0;0;0;0;0;0;0
261070;0;1;1;0;2;2;1
261080;0;0;0;0;0;0;0
261090;0;0;1;1;2;2;1
261100;0;0;1;0;1;1;1
261110;0;1;1;1;3;3;1
261120;0;0;0;0;0;0;0
261130;0;0;0;0;0;0;0
261140;0;0;1;1;2;2;1
261150;0;0;1;0;1;1;1
261153;0;0;0;0;0;0;0
261160;1;1;1;1;4;3;1
261170;0;0;0;0;0;0;0
261180;0;0;0;0;0;0;0
261190;0;1;1;0;2;2;1
261200;1;0;0;0;1;0;0
261210;0;0;0;0;0;0;0
261220;1;0;1;1;3;2;1
261230;0;0;0;0;0;0;0
261240;0;0;0;0;0;0;0
261245;1;0;0;0;1;0;0
261247;0;0;0;0;0;0;0
261250;0;0;1;0;1;1;1
261255;0;0;0;0;0;0;0
261260;0;0;0;0;0;0;0
261270;0;0;0;0;0;0;0
261280;0;0;1;0;1;1;1
261290;0;0;1;0;1;1;1
261300;0;0;0;0;0;0;0
261310;0;0;0;0;0;0;0
261320;0;0;0;1;1;1;1
261330;0;0;0;0;0;0;0
261340;0;0;1;1;2;2;1
261350;0;0;0;0;0;0;0
261360;0;0;1;0;1;1;1
261370;0;0;1;0;1;1;1
261380;0;0;0;0;0;0;0
261390;0;1;1;1;3;3;1
261400;0;0;0;0;0;0;0
261410;0;0;0;0;0;0;0
261420;1;0;1;1;3;2;1
261430;0;0;1;0;1;1;1
261440;0;0;0;0;0;0;0
261450;0;0;0;0;0;0;0
261460;0;0;0;1;1;1;1
261470;0;0;0;1;1;1;1
261480;1;0;1;1;3;2;1
261485;0;0;1;1;2;2;1
261500;0;0;0;0;0;0;0
261510;0;0;0;1;1;1;1
261520;0;0;0;0;0;0;0
